id,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,latitude,longitude,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
1010173,Only 2 stops to Manhattan studio,62566345680,unconfirmed,Heather,Brooklyn,Williamsburg,40.70837,-73.95352,United States,,,moderate,Entire home/apt,2009.0,,,2.0,148.0,6/29/2019,0.18429801814849378,1.6444119387887624,1.0,197.0,"Absolutely no smoking in the building, handling of art work or damaging personal property. All additional charges for movie rental are the responsibility of the renter. Shower before entering the hot tub. No glass or food in the hot tub. Turn off all lights and appliances when leaving the unit.",
1010725,Perfect for Your Parents + Garden,80380130347,verified,Ryan,Brooklyn,Fort Greene,40.69169,-73.97185,United States,,,flexible,Entire home/apt,2006.0,,,2.0,198.0,6/28/2019,0.56006322157717,2.9527983541320073,1.0,96.0,"- Please be mindful of the neighbors, quiet time after 10PM  - Check-out time is at 11AM on the day of your departure.  - If you're going to smoke outside, please clean up after yourself and do not throw cigarette butts on the ground - The refrigerator an",
1011277,Chelsea Perfect,73862528370,verified,Alberta,manhatan,Chelsea,40.74192,-73.99501,United States,,,moderate,Private room,2008.0,,,1.0,260.0,07/01/2019,0.785755254824803,1.6444119387887624,1.0,325.0,,
1011830,Hip Historic Brownstone Apartment with Backyard,72145018858,,Martin,Brooklyn,Crown Heights,40.67592,-73.94694,United States,,,moderate,Entire home/apt,2004.0,,,3.0,53.0,6/22/2019,1.6298734387983673,2.9527983541320073,1.0,345.0,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean – do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking, ",
1012934,Sweet and Spacious Brooklyn Loft,86554611512,verified,Alissa,Brooklyn,Williamsburg,40.71842,-73.95718,United States,,,flexible,Entire home/apt,2016.0,,,3.0,9.0,12/28/2021,-2.282267020217574,1.6444119387887624,1.0,193.0,"- No smoking or open flames on the property - Please respect the peace and privacy of our neighbors  - Access Roslindale Urban Wild from street - do not jump backyard fence - Max of 3 occupants, please!",
1013487,CBG CtyBGd HelpsHaiti rm#1:1-4,53754237010,verified,Mary,Brooklyn,Park Slope,40.68069,-73.97706,United States,,,moderate,Private room,2013.0,,,2.0,130.0,07/01/2019,0.08661759673010082,2.32419091143281,6.0,54.0,"Arrival time can be no later than 10:00PM. No visitors allowed at anytime without prior approval. Overnight guests are only allowed as part of the reservation. Never more than 2 people in this room.  No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",
1014039,CBG Helps Haiti Room#2.5,87668933180,,William,Brooklyn,Park Slope,40.67989,-73.97798,United States,,,moderate,Private room,2017.0,,,1.0,39.0,01/01/2019,-0.9381144374479568,1.6444119387887624,6.0,9.0,,
1014591,CBG Helps Haiti Rm #2,57827496420,unconfirmed,Charlotte,Brooklyn,Park Slope,40.68001,-73.97865,United States,,,strict,Private room,2005.0,,,2.0,71.0,07/02/2019,-0.48014953128335136,2.32419091143281,6.0,344.0,We take great care of our home and expect you to do the same.  Smoking is not permitted anywhere on the property.,
1015144,"MAISON DES SIRENES1,bohemian apartment",48387947293,,Miranda,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,United States,,,strict,Entire home/apt,2006.0,,,2.0,88.0,6/19/2019,-0.30893575311676935,2.32419091143281,2.0,372.0,,
1015696,Sunny Bedroom Across Prospect Park,81686279636,,Carlos,Brooklyn,Windsor Terrace,40.65599,-73.97519,United States,,,moderate,Private room,2021.0,,,1.0,19.0,6/23/2019,0.3207343561538685,2.9527983541320073,2.0,344.0,"Quiet neighborhood, middle apartment of big house, quiet after 11:00. No smoking or candles in apartment.  Clean kitchen after use.",
1022323,Cute apt in artist's home,88653822946,verified,Joyce,Brooklyn,Bushwick,40.70186,-73.92745,United States,US,True,moderate,Entire home/apt,2005.0,,,2.0,231.0,6/22/2019,0.7003998317397887,1.6444119387887624,2.0,214.0,"Please no shoes inside the house and no  smoking (cigarettes or anything else) either in or outside. Please be respectful of neighbors in the evening and early morning (10pm-7am). When you leave at the end of your stay, please take your trash outside to the large garbage bin at the end of the driveway.",
1023428,LowerEastSide apt share shortterm 1,31736204344,,Clark,Manhattan,Lower East Side,40.71401,-73.98917,United States,US,True,moderate,Shared room,2012.0,,,1.0,214.0,07/05/2019,0.6146022985650422,2.9527983541320073,4.0,110.0,"Not smoking, drugs, or alcoholics allow. Guest most inform the purpose of their trip and provide ID or passport upon arrival. Only 1 gust allow unless the guest consult the host first for any other type of arrangements.",
1023980,ENJOY Downtown NYC!,63131487263,unconfirmed,Byron,Manhattan,East Village,40.7229,-73.98199,United States,US,False,strict,Private room,2005.0,,,2.0,245.0,6/21/2019,0.764963346236852,1.6444119387887624,2.0,354.0,,
1024533,Beautiful Sunny Park Slope Brooklyn,50357575975,verified,Alina,Brooklyn,South Slope,40.66278,-73.97966,United States,US,True,flexible,Entire home/apt,2020.0,,,3.0,15.0,5/27/2019,-0.891155653076391,0.8890773997370842,1.0,33.0,"No smoking inside. Since I have a dog, there are no other pets allowed.",
1025085,1bdr w private bath. in lofty apt,45597582469,,Charlie,Brooklyn,Fort Greene,40.69673,-73.97584,United States,US,False,strict,Private room,2008.0,,,7.0,25.0,9/30/2018,-1.3492348105939855,0.0,1.0,405.0,"No smoking, No pets. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",
1025637,West Side Retreat,55430108992,unconfirmed,Alford,Manhattan,Upper West Side,40.79009,-73.97927,United States,US,False,strict,Private room,2017.0,,,4.0,81.0,6/16/2019,-0.3630530187997989,1.6444119387887624,1.0,86.0,"Free WiFi! * No smoking anywhere on property. *No out-door shoes to be worn in the house. We ask that guests be willing to be considerate and quiet while coming and going from 10 pm to 6 am, please. This is a non-smoking property. There is no smoking anywhere on the property, inside nor on the porch. We also ask guests to bring inside shoes/slippers. Thank you. As this is our home, we request you not to move the furniture nor our belongings around and to treat our home as you would wish your home to be treated. Thank you.",
1028399,bright and stylish duplex,53466382920,verified,Chloe,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,United States,US,False,moderate,Entire home/apt,2015.0,,,,11.0,01/01/2017,-2.0161359176494917,0.0,1.0,85.0,No smoking. No pet. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.,
1028951,Fort Greene brownstone,49393946881,unconfirmed,Abraham,Brooklyn,Fort Greene,40.69142,-73.97376,United States,US,True,strict,Private room,2009.0,,,,135.0,6/17/2019,0.149728029530925,0.0,2.0,,"We limit number of guests not staying, so please keep it to a maximum of 2 additional visitors within normal social hours (noon-11pm). We are respectful of others, and expect the same from our guests. Have fun and come and go as you please. We promise to do the same.",
1029503,Blue Room for 2 in Brownstone for $1350 monthly,1529890895,unconfirmed,Sophia,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934,United States,US,False,moderate,Private room,2015.0,,,,112.0,6/16/2019,0.009956177887510667,0.8890773997370842,3.0,,"We regret we cannot accommodate pets.  Strictly no smoking anywhere on the property. Not inside. Not in the yard. Not on the deck or driveway. Like many New England houses, our house is constructed entirely of wood. No smoking please. ",
1030056,Cozy 1BD on Central Park West in New York City,50562514538,unconfirmed,Madaline,Manhattan,Upper West Side,40.78635,-73.97008,United States,US,True,strict,Entire home/apt,2013.0,,,,73.0,07/07/2019,-0.4496594680883049,1.6444119387887624,1.0,,No smoking anywhere on the property. Quiet and no noise after 10 pm or before 6 am. No outdoor shoes to be worn in the house. Please respect our home as we would yours. No pets.,
1030608,* ORIGINAL BROOKLYN LOFT *,49585766302,verified,Sawyer,Brooklyn,Williamsburg,40.7042,-73.9356,United States,US,False,flexible,Entire home/apt,2007.0,,,,82.0,5/17/2019,-0.349269332590262,0.8890773997370842,1.0,,,
1031160,Greenpoint Place...Has It All!,52857769781,unconfirmed,Madaline,Brooklyn,Greenpoint,40.73506,-73.95392,United States,US,True,moderate,Entire home/apt,2014.0,,,,328.0,6/29/2019,1.1028562786584801,2.9527983541320073,1.0,,Strictly NO smoking. No loud noises after 10pm.,
1031713,Beautiful Apartment in Manhattan!!!,39829029279,verified,Richard,Manhattan,Kips Bay,40.73961,-73.98074,United States,US,True,moderate,Entire home/apt,2017.0,,,,19.0,3/25/2019,-1.3865076403539147,2.9527983541320073,1.0,,"Check-in is at 3pm, and check-out is by 11am. Arriving slightly earlier, or want that extra hour to sleep? Should be fine, but please check with us first. We understand that accidents happen. But we do ask that you please let us know when they do. Chances are we can fix them as effortlessly, as long as we know in advance. No smoking or open flames inside the house. We expect guests to treat the home with respect, it's an old house be kind to her. Whilst we do a thorough professional clean between each guest stay, we kindly ask that prior to leaving, you clean and put away any dishes or kitchenware used and put any dirty towels in the tub in the downstairs bathroom. It helps us get through our cleaning process quicker and allows us to keep cleaning costs down for you and future guests. Return all keys to the lock box at departure.  To keep our costs down (and pass those savings on to our guests) we kindly ask that you switch off lights, the air conditioner or heat when its not in use or",
1032265,Williamsburg 1 bedroom Apartment,84933495312,unconfirmed,Paul,Brooklyn,Williamsburg,40.70881,-73.9593,United States,US,False,moderate,Entire home/apt,2012.0,,,30.0,105.0,6/22/2019,-0.10470791519866889,2.9527983541320073,1.0,,No smoking or pets. Don't forget to recycle.,
1032817,,18424415847,unconfirmed,Carina,Manhattan,Lower East Side,40.72004,-73.99104,United States,US,True,flexible,Private room,2009.0,,,5.0,19.0,5/18/2019,-1.5988819042418985,2.32419091143281,1.0,,,
1033369,,48877238684,,Sophia,Manhattan,Hell's Kitchen,40.75531,-73.99293,United States,US,True,strict,Private room,2006.0,,,2.0,289.0,06/09/2019,0.9632254652338524,1.6444119387887624,2.0,,,
1033922,,71987706184,verified,Rosie,Brooklyn,Greenpoint,40.72401,-73.93788,United States,US,False,flexible,Private room,2020.0,,,4.0,138.0,06/04/2019,0.17575190524907786,0.0,3.0,,No smoking.,
1034474,,85649449746,verified,Frederick,Manhattan,SoHo,40.7221,-73.99775,United States,US,True,strict,Entire home/apt,2019.0,,,30.0,21.0,6/29/2019,-1.1223167833793237,2.9527983541320073,1.0,,Quietly please.  I am on the top floor and have people living in the condo below me.  Thanks!!,
1035026,,22028915442,,Agata,Brooklyn,Williamsburg,40.71185,-73.96204,United States,US,False,moderate,Private room,2012.0,,,2.0,42.0,6/30/2019,-0.9143625476669489,1.6444119387887624,1.0,,I expect them to come and go quietly and to let me know their schedule as soon as they know it. During the week people need to check in before 8AM or after 6PM,
1035579,,51930287368,unconfirmed,George,Manhattan,Chelsea,40.74623,-73.9953,United States,US,True,moderate,Entire home/apt,2004.0,,,180.0,5.0,11/03/2018,-1.8757072278265867,0.8890773997370842,1.0,,,
1036131,,85658272266,unconfirmed,Kelsey,Manhattan,Upper East Side,40.77065,-73.95269,United States,US,False,strict,Entire home/apt,2020.0,,,2.0,66.0,3/30/2019,-0.5438718805050411,2.9527983541320073,2.0,,"Thank you for your interest- we look forward to hosting you!  We are looking for friendly, courteous guests who will be respectful of our home.  No parties.  No smokers please. Please be aware of usual check-in time of 6p (or after) and check-out time of 4p (or earlier).  There might be flexibility on some days so feel free to ask before booking.   The studio is private with its own bulkhead entrance.  Microwave and fridge but no stove. We want to make sure our place is a good fit for you so feel free to read our reviews or contact us if you have questions! Danielle and Peder",
1036683,,91715353208,,Sabrina,Brooklyn,Prospect Heights,40.67811,-73.96428,United States,US,True,flexible,Entire home/apt,2012.0,,,30.0,143.0,1/26/2019,0.29003421122456535,0.0,2.0,,No smoking indoors,
1037236,Double Room w Private Deck Clinton Hill Best Area,71078326464,unconfirmed,William,Brooklyn,Clinton Hill,40.69,-73.96788,United States,US,False,flexible,Private room,2010.0,,,7.0,27.0,9/30/2017,-1.3492348105939855,0.8890773997370842,2.0,,,
1037788,Your Heaven in Hells Kitchen,20543275700,verified,Melissa,Manhattan,Hell's Kitchen,40.75979,-73.99119,United States,US,False,strict,Private room,2013.0,,,30.0,191.0,,0.515875312165055,0.0,1.0,,,
1038340,Light-filled 2B duplex in the heart of Park Slope!,42969787263,verified,Ellia,Brooklyn,Park Slope,40.67343,-73.98338,United States,US,False,flexible,Entire home/apt,2006.0,,,3.0,4.0,9/24/2017,-1.6478867242477448,1.6444119387887624,1.0,,"We are both professionals who, while friendly and definitely social, like to sleep when we get the chance. We expect our guests to be respectful of the space, and I promise we will do the same! No smoking in the house, please!",
1038892,"Sunny, Modern room in East Village!",79667908130,unconfirmed,Walter,Manhattan,East Village,40.72649,-73.97904,United States,US,False,strict,Private room,2015.0,,,1.0,338.0,07/01/2019,1.703059742807006,1.6444119387887624,2.0,,,
1039445,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,19095545297,unconfirmed,Sawyer,Brooklyn,Williamsburg,40.70933,-73.96792,United States,US,True,moderate,Entire home/apt,2007.0,,,1.0,148.0,6/23/2019,0.34324489109480044,0.0,1.0,,,
1039997,Large Room in Amazing East Village Apt,58710475260,unconfirmed,Valeria,Manhattan,East Village,40.72298,-73.98474,United States,US,True,flexible,Private room,2017.0,,,1.0,106.0,6/21/2019,0.23429367227676876,1.6444119387887624,2.0,,"I feel very responsible and accountable for your needs and comfort while you stay at my home... I will go above and beyond for you!  That being said -- I do not charge hotel pricing for a reason. Hotels allow for 24 hour on call service, if you lock yourself out or are having trouble with something... a hotel front desk can help immediately. Your $300 a night for a hotel in Boston covers that.... I am charging almost a 10th of that for this room. I have my own business, clients, and social obligations to attend to. If you lock yourself out or have some other issue, of course I will come help you, but its important to understand that it will not be immediate. I will do my best to get back to the house as quickly as possible. ***IMPORTANT** I'd rather save you all the money and trust you to be independent / responsible guests... than to charge you for my 24 hour support! So please -- keep your keys on hand and in sight, keep the room clean, and maintain healthy choices while in my space ",
1040549,SpaHa Loft: Enormous and Bright,27952493551,,Adelaide,Manhattan,East Harlem,40.80164,-73.93922,United States,US,False,flexible,Entire home/apt,2017.0,,,4.0,190.0,6/23/2019,0.509428325139638,2.32419091143281,1.0,,,
1041102,Lovely EV Artist's Home,90314634438,unconfirmed,Reid,Manhattan,East Village,40.72162,-73.98008,United States,US,False,moderate,Entire home/apt,2019.0,,,9.0,49.0,5/14/2018,-0.8032846294719856,1.6444119387887624,1.0,,"These are prohibited: -No Smoking -No Pets -No Bed Bugs-  (If you have any suspicion that you have been in a place that has bed bugs, please do not come to our home.) A full refund will be offered. Bedrooms: -Leave the room in the same condition that you found it.  -""Sleeping"" quiet hours are from 9:00PM to 9:00AM.  At all other times, both guests and hosts will be considerate of noise. -The bedroom is your personal space while you are a guest here.   We will not tamper with any of your belongings without your permission. -As hosts, we reserve the right to pass through the upstairs bedroom to access the storage closet.  We will only access this with the guest's permission or if the guest is not inhabiting the space. Common Spaces: -Guests can use the ""Orange Room."" -Guests can use the Living Room. Kitchen: -Guests can warm up food in the microwave. -Guests can store food in the fridge. A key can be issued to a guest, to be returned upon departure.   If something breaks: If something br",
1041654,Cool Room in Hell's Kitchen,44843744875,verified,Charlie,Manhattan,Hell's Kitchen,40.76342,-73.98865,United States,US,False,moderate,Private room,2017.0,,,7.0,23.0,06/01/2019,-0.8032846294719856,1.6444119387887624,1.0,,,
1042206,"HARLEM, NEW YORK WELCOMES YOU!!",98195975718,,Violet,,Washington Heights,40.83139,-73.94095,United States,US,True,moderate,Private room,2011.0,,,2.0,49.0,6/18/2019,0.4832886827777945,0.8890773997370842,2.0,,The usual courtesies apply: - No smoking - No overnight guests unless part of the reservation - Be reasonably quiet after 10 at night,
1042759,BLUE TRIM GUEST HOUSE,4726877402,unconfirmed,Audrey,,Clinton Hill,40.68346,-73.96374,United States,US,True,strict,Private room,2014.0,,,2.0,105.0,6/26/2019,-0.08297253001925266,0.0,1.0,,"Shoes off please Cat can go in or out as he desires, don't worry if you let him out No smoking No drugs or excessive alcohol No pets Please do not light candles We will provide a small basket for your toiletries to bring to and from the bathroom. Please discuss any guests you bring into the household beyond those on the reservation with Orion. No excessive noise and conversations, particularly in the stairwell. Please do not use space in the kitchen unless you have coordinated with Orion or Hannah. Please do not adjust shower head in bath room. We provide eco friendly cleaning  supplies if you want to clean beyond our regular cleaning schedule.  Please do not use bleach, or clorox.",
1043311,Charming East Village One Bedroom Flat,74322993447,verified,Violet,,East Village,40.72828,-73.98801,United States,US,False,strict,Entire home/apt,2018.0,,,5.0,21.0,01/02/2019,-1.4657689641837766,2.32419091143281,1.0,,no smoking quiet,
1043863,Manhattan Room,11468499446,verified,Sofia,,Upper East Side,40.76865,-73.95058,United States,US,False,strict,Private room,2007.0,,,1.0,142.0,07/06/2019,0.41532688692705383,2.32419091143281,1.0,,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. Please confirm in your message that you're ok with this ""house rule.""",
1044415,Little King of Queens,68599531533,unconfirmed,Melanie,,Woodside,40.75038,-73.90334,United States,US,True,flexible,Private room,2012.0,,,30.0,25.0,,-1.3865076403539147,0.8890773997370842,1.0,,No Street Shoes allowed in House. No cooking Keep rooms Neat and Clean,
1044968,Fort Greene Retreat on the Park,43811392937,,Lenny,Brooklyn,Fort Greene,40.6932,-73.97267,United States,US,True,flexible,Private room,2013.0,,,3.0,143.0,6/16/2019,0.25049271277292984,0.8890773997370842,1.0,,,
1045520,Beautiful Meatpacking District Loft,6644226026,unconfirmed,Eddy,Manhattan,Chelsea,40.74138,-74.00197,United States,US,True,strict,Private room,2011.0,,,3.0,167.0,5/28/2019,0.515875312165055,2.32419091143281,1.0,,,
1046072,,73077753757,verified,Arthur,Brooklyn,Williamsburg,40.71154,-73.96112,United States,US,False,moderate,Private room,2017.0,,,3.0,61.0,4/22/2019,-0.5943061866335823,1.6444119387887624,4.0,,No smoking.  One's home is their sanctuary. Please treat mine with care. I've worked hard for it and try to make it as pleasant as possible for guests to stay.  :),
1046625,Spacious luminous apt Upper West NYC,97798221815,verified,Alisa,Manhattan,Harlem,40.82915,-73.95136,United States,US,True,flexible,Entire home/apt,2005.0,,,31.0,54.0,3/23/2019,-0.6841360478478412,1.6444119387887624,1.0,,You may come and go as you please.  No smoking is allowed in the house.,
1047177,Entire 2 Bedroom - Large & Sunny,54627928830,verified,Edgar,Manhattan,Lower East Side,40.71851,-73.98892,United States,US,False,moderate,Entire home/apt,2017.0,,,5.0,70.0,,-0.46479606627419034,2.32419091143281,1.0,,No smoking. We kindly ask for taxis or other rides to call and not use a horn as this is a quiet neighborhood.,
1047729,"Sunny, Spacious Top Floor Haven",88585125323,verified,Justin,Brooklyn,Flatbush,40.65401,-73.96323,United States,US,True,moderate,Entire home/apt,2017.0,,,6.0,16.0,6/15/2019,-1.6996712526176676,2.32419091143281,1.0,,,
1048282,Private room Great Deal at Lower East Side,15834881958,unconfirmed,Violet,Manhattan,Lower East Side,40.7114,-73.98794,United States,US,True,strict,Private room,2013.0,,,30.0,94.0,04/08/2019,-0.1725711051559402,1.6444119387887624,1.0,,- Please be careful when coming and going so not to let the cat out. He is usually very curious to leave! - Please keep the noise down from 10pm until 8am. - Guests are not allowed to have other guests come over. - Please be considerate and treat our home,
1048834,perfect for a family or small group,34333762709,unconfirmed,Sienna,Brooklyn,Brooklyn Heights,40.69723,-73.99268,United States,US,False,strict,Entire home/apt,2013.0,,,1.0,25.0,08/04/2016,-1.313364777882792,1.6444119387887624,1.0,,,
1049386,2 bedroom Williamsburg Apt - Bedford L stop,76203104999,verified,Lucy,Brooklyn,Williamsburg,40.71833,-73.95748,United States,US,True,strict,Entire home/apt,2007.0,,,3.0,61.0,08/09/2018,-0.6116675908805292,2.32419091143281,1.0,,"Sorry, no smoking. You'll be sharing the house, so consideration is a must, e.g. quiet hours are 10pm-6:30am.",
1049938,Oh glorious spring!,7693754055,unconfirmed,Ellia,Manhattan,East Village,40.72334,-73.9844,United States,US,False,flexible,Private room,2022.0,,,3.0,194.0,6/30/2019,0.5662457820445113,0.8890773997370842,1.0,,Rules are to respect everyone in the home and keep the place clean as is found.,
1050491,Great Location for NYC,65444463877,,Emma,Manhattan,East Village,40.72912,-73.98057,United States,US,False,strict,Private room,2004.0,,,1.0,2.0,2/14/2016,-2.523256568813093,2.9527983541320073,1.0,,I just ask that you clean after yourself if you use the kitchen.,
